"x0","y0","color","pen down?","x1","y1","color","pen down?"
"578","0.473388671875","55","true","578","0","5","true"
"579","0.470947265625","55","true","579","0","5","true"
"580","0.4736328125","55","true","580","0","5","true"
"581","0.484619140625","55","true","581","0","5","true"
"582","0.47705078125","55","true","582","0","5","true"
"583","0.484375","55","true","583","0","5","true"
"584","0.47265625","55","true","584","0","5","true"
"585","0.4619140625","55","true","585","0","5","true"
"586","0.458740234375","55","true","586","0","5","true"
"587","0.4658203125","55","true","587","0","5","true"
"588","0.470458984375","55","true","588","0","5","true"
"589","0.464111328125","55","true","589","0","5","true"
"590","0.46435546875","55","true","590","0","5","true"
"591","0.470703125","55","true","591","0","5","true"
"592","0.4736328125","55","true","592","0","5","true"
"593","0.47802734375","55","true","593","0","5","true"
"594","0.48046875","55","true","594","0","5","true"
"595","0.484619140625","55","true","595","0","5","true"
"596","0.491455078125","55","true","596","0","5","true"
"597","0.4931640625","55","true","597","0","5","true"
"598","0.488037109375","55","true","598","0","5","true"
"599","0.48876953125","55","true","599","0","5","true"
"600","0.491943359375","55","true","600","0","5","true"
"601","0.48681640625","55","true","601","0","5","true"
"602","0.49169921875","55","true","602","0","5","true"
"603","0.486572265625","55","true","603","0","5","true"
"604","0.4912109375","55","true","604","0","5","true"
"605","0.48779296875","55","true","605","0","5","true"
